,number_of_likes,caption
54,32,"Thoughtful Tuesday!
Some of us spend so much time being “dedicated” to our jobs & bosses that we forget who we are.
I challenge you to start seeking your true purpose in life, so that you don’t have to hesitate to take a day off or spend time with your kids or take a vacation.
Fire Your Boss One Day! It takes Dedication to your Dream, Freedom to Release the world’s image of how we should live and the will and desire to Say Yes to Yourself!
#thoughtfultuesdays #fireyourboss #beyourownboss👑 #livetoday #lifeisshortenjoyit #lifeisshortliveit #austintexas #motivated #motivateyourself #makesomemovestoday #visyoulizers #mindsetmatters #internaldrive"
55,7,Hacked by @mochafrap7
56,60,Transformation Tuesday 💪🏾🔥💯 Do you have goals? #GetLikeMe #AskMeHow #Herbalife
57,9,Layla and Musiq #life
58,4,Everybody wants to be a thug...#bolteddown#justbeyourself#smh
59,24,Story was absolutely amazing!!!!! #story #htownnightlife #htown #htownmusic #htownfinest #houston #djqholic
60,10,@druhill4real Loved the interview ❤️❤️ @sisqo
61,44,Please help me congratulate my business partner on her 1st promotion to Senior Consultant 😊😊🔥🔥LETS GOOOOOOOO!!!!! VisYouLizers are LIT!!!! #herbalife #herbalifenutrition #herbaliferesults #herbalpromotions #seniorconsultant #visyoulizers #visyoulizersquad
62,48,"🗣LADIES 😊Lets win together, not apart! Have a POWERFUL Sunday! #Support #women #womenempowerment #visyoulizers #diverse #diversity #loveyourself #motivation #herbalife #herbalifenutrition #austintexas @ladies.of.distinction"
63,55,"Happy Soulful Sunday! We received some good WORD this morning!!!! Major takeaways were.... 1. God wants to move through US!
2. God’s Greatness is shown through our lifestyle
3. God expects us to go Higher
4. Your self-image matters
5. Dominate your life & your Authority on Earth
Be blessed everyone!
#austintexas #visyoulizers #visyoulizersquad #austintexastakeover #soulfulsunday #soul #soulful_moments #sunday #sundayfunday #sundayservice #sundaymorning"
64,97,"Check out our newest house we have on the market!!!! 3BR-3B, minutes from downtown Austin,TX!!!! ****Realtor Christi Moncrief - christisellsaustin@gmail.com*** Listing info:
http://portal.ikenex.com/share/ODg3NTM3Mjk3104/15b30/7123053

#austinrealestate #austintexas #austinrealtor #austinrealtors #houses #homesweethome #houseflippers #realestate #realestateinvestor"
65,25,Shoutout Sunday!!!! This was my 1st week as a new Health & Wellness Coach for Herbalife. I was blessed to have 5 new clients and 1 new preferred member ($35 one time fee and she started with an automatic 20% discount on ALL Herbalife products which will increase to 50% soon). They reached out for help and support on their new Health journey and I am excited for what the future holds! #AccountabilityIsKey#Fit #Herbalife #ChangeYourLife #God #internalmotivation @mochafrap7 @kimiandcamfitcouple @bentouttashape @tanierraj @herbalife @coachcamcamfit @garrain.jones
66,4,Backstage!!! #EricBenet #urbanfest #music @mochafrap7
67,10,@treegmusic @mochafrap7 @yesimlifesize
68,7,#SPURSNATION #LETSGETIT #1GAME
69,9,Good day to ⛳
70,1,Checkers anyone lol #nieces
71,28,Denim and Converse Movie Night #GirlsTrip #hilarious #Squaa
72,12,Carriage ride thru Bourbon Street! #NOLA #Essence #2014
73,10,#Disneyworld #Goofy
74,2,Deer wreck on the way back from our Tourney! #smdh#stuckinWestPoint#wheretheheckisWestPointanyway lol
75,7,Layla Hathaway 🎤🎤🎤#urbanfest #musicialife #whereissquaa @mochafrap7 @treegmusic @yesimlifesize
76,6,Love everytime I see this guy! Doug E. Fresh. #urbanfest #funtimes #2016
77,1,Back in Texas!!!!
78,4,The best taco place ever #schreinerdays
79,6,Memphis is here!!!
80,20,Plies Concert w/my sisters 😝
81,27,Have a POWERFUL Thanksgiving DAY! @msadeigbe @bentouttashape @coachcamcamfit @alexandria.ponce @herbalcakes24 @tanierraj @kimiandcamfitcouple @mrs_charles_waldon
82,21,LOD Senior Cording Ceremony/Photoshoot!!! #OfficiallyAlumni #LOD4Life
83,4,I think my sis has lost it lol
84,11,Sanging! Nu Destiny
85,36,"It’s Transformational Tuesday!!!! Yoga, gratitude and a peace of mind can not be bought!!!!!! Have a phenomenal day!!!!! #transformationtuesday #motivation #peaceofmind #peaceofmindpeacefullife #relax #visyoulizers #visyoulizersquad #austintexas #24hourfitness #fitnessmotivation #fitnessgirl #herbalife #herbalife💚 #herbaliferesults"
86,8,@pacospray He was freaking AMAZING!!!!! Only in San Fran!!! #Cali #ROADTRIPlife #streetart #friendsforlife #myrideordie @mochafrap7
87,18,The one and only was @lbj! Sanya Richards-Ross! Such a blessing to 6 of our senior girls. Free hair..make-up...dresses...paid for their prom tickets...and a limo. #amen
88,16,Trying to stand up on my board #funtimes #4th 🇺🇸 #fireworks 💥💥💥💥💥
89,30,#churchflow #whatdidyoulearntoday?
90,25,"Freedom Friday! We live in a world that makes us feel small at times! Personal Development is one of the best tools you can do on your own to build yourself back up or out of a low place!
Tips for you:
Read daily
Listen to inspirational messages
Write daily affirmations
Express gratitude for the small things in life
If you are a Believer, pray 🙏🏽 and read your WORD daily!"
91,8,
92,13,The White House!!!! #myprincipalandI #lbj #jags
93,10,My interview with Eric Bonet!!! He gave me life!!! #music #urbanmusicfest #EricBenet #jessica #bestiefilming #snippet #multimediamaze #squaa @mochafrap7 @treegmusic @yesimlifesize @trueessence1908 @gina_ro11 @cornbread_babe @mrs_charles_waldon @chitovarela @caitlincg0213
94,14,The Making of Why We Ride!
95,36,My mom and sisters supporting us today!!! #LOD#est.2012 #YoungWomen’sConference
96,3,
97,26,#justme #work
98,13,Enrolling for my April 21 Day Challenge!!! Lets WEEEERRRRKKKK 💪🏽🦵🏾🔥🏃🏽‍♀️🚴🏾‍♀️🏋🏽‍♀️🧘🏽‍♂️🔥 #activeapril #activeinaprilchallenge #activeinapril #visyoulizers #visyoulizersquad #herbalife #herbaliferesults #herbalifenutrition #fitness #fitnessmotivation #fitnessgirl
99,136,Transformational Tuesday!!!!!!! Professional look is REAL 🙌🏽🔥Here are some of my Before & After pics💯 80/20 with Herbalife Nutrition 💪🏽🧘🏽‍♂️ #transformationtuesday #transformation #visyoulizers #visyoulizersquad #austintexas #herbalife #herbaliferesults #herbalifeshake #herbalifeshake #herbalifenutrition #fitnessmotivation #fitnessgirl #fitness #fitnessfreaks #fitnesstransformation
100,11,It was a great Valentine's day. Rose brought personally to me in my classroom. My students were in awe just like me lol
101,8,I love coming to the salon @kenyarkirk
102,69,"Happy Saturday!!! Rest day today! Taking time to allow your body to rest is very important when it comes to your health. Let’s make the best choices today to eat healthier, increase our water intake and rest more! 💪🏾🦵🏾🥬🥒🥦🌽🥑🍎🍏🍓🍊🍌🍴😴💤"
103,10,December 21 Day Challenge starts Dec.1st 💪🏾💯🔥Lets Get It! #NoExcuses#Fit #ChangeYourLife #internalmotivation #godinspired
104,9,Holiday Time!!!! #cleanse-#Herbalife #Fit #motivation #herbalife #herbaliferesults #herbalifenutrition
105,43,"Life is full of obstacles, it’s how you maneuver through them that make you the person you are or will be!

#visyoulizers #visyoulizersquad #herbalifenutrition #herbalife #herbaliferesults #changeyourmindset #changeyourlife #austintexas #motivationalmonday #motivationalmondays #transformyourmind"
106,8,That's when u know the crime rate is up...when u have to take ur front tire off and ur handlebars smh#atx#struggle
107,79,"Happy Transformational Tuesday!!!!Goals without realistic steps are unattainable! Don’t just SAY you will do it, SHOW that you will do it! #transformationtuesday #austintexas #faithoverfear #motivation #fitnessmotivation #fitness #fitnessgirl #visyoulizers #visyoulizersquad"
108,3,
109,6,Today's the day! My baby sis is growing up! #marriage
110,23,Going LIVE on FaceBook tomorrow @1pm CST for a Q&A Session about your Health & Fitness!!!! Kerrie Carter-Walker
111,9,He gave a great speech #obama
112,8,
113,34,🗣3 Days left to register 😬😬😬 Ready to start your new health and wellness journey? I’m ready to help! Only 4 spots left!!! #fitness #fit #herbaliferesults #herbalife #herbalifenutrition #cleaneating #austintexas #motivation #winning #winningwednesday #winningwednesdays #visyoulizers #changeyourlife #changeisgood
114,39,"The SQUADDDDD!!!! March STS Event ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ #visyoulizers #visyoulizersquad
#herbaliferesults #herbalife #herbalifenutrition #herbalifeshake"
115,5,Blackstreet
116,3,
117,32,Product of the day! Rebuild Strength! It’s a great post workout shake to help you recover your muscles after lifting 😊🔥
118,6,Just me!
119,17,Miami last night...Cancun today 🌊👙
120,10,Unbelievable access at the Circuit of the Americas race track. Love me some motorcycles! Suite 15! Loved every moment!
121,11,Sister Time! #nola #essence
122,11,Interview with Doug E. Fresh went great. Eric Benets interview will be posted next!!! #urbanmusicfest #multimediamaze #music #life #mybrand #squaa @mochafrap7 @treegmusic @yesimlifesize
123,5,Fast n furious
124,7,I met the beautiful April Parker Jones. Amazing lady!!! She is super sweet! #truetalent #blessed #IfLovingYouIsWrong #TylerPerry #awesome #teacherlife #ATL #disciplineconference #MaryMac's #goodfood @a_parkerjones
125,32,"Happy Winning Wisdom Wednesday!!!!! Great book, Gratitude journal, Daily Affirmations and Reflection is what today will be about!!! Set your day up POWERFULLY! Find a great routine that works for you 😊

#winning #winningwednesdays #wisdomwednesday #mindset #mindsetiseverything #mindsetofgreatness #motivation #herbalife #personaldevelopment #personaldevelopmentbooks #personaldevelopmenttime #visyoulizers #visyoulizersquad"
126,8,Hard Rock Cafe #freebreakfast #morepicstocome
127,94,Affirmations are life changing!!!! I dare you to DROP 1 affirmation in the comments 👇🏽👇🏽👇🏽
128,13,My team for the week! #ballin #ut #texasbballneverstops #mentor #dreambig
129,25,
130,92,"🗣Motivational Monday!!!!! Be you and don’t let anyone change that! Your mindset will make or break you 💯🔥Goals set and not looking back 💪🏾🙌🏾🧘🏽‍♀️🏋🏾‍♀️🚴🏽‍♀️👌🏾People will say what they want, but the moment you stop listening to them and listen to yourself...your WHOLE life and mindset CHANGES!"
131,77,Today is the end of the November 21 Day Challenge...Will you be in the next? Message me to enroll! $10 to register! Begins Dec. 1st #Fit #herbalife #austintexas #ChangeYourLife #internalmotivation #GodInspired #BiggerThanMe
132,9,Welcome speech! My grandma's 80th bday party.
133,12,Finally got a pic. Took a few illegal U-Turns lol #ssshhhhh #LA #Cali #ROADTRIP #rentedacar #drove 21hrs. #YOLO #squaa @mochafrap7
134,31,What a great day to be alongside The Great One 🙌🏽💯🙏🏽#vision #god #love #peaceofmind #peace #caring #motivation #truth
135,52,Motivation Monday is LIT 🔥🔥🔥🔥🔥6 spots left!!!!! December 21 Day Challenge!!!!!!🗣 Hit me up if you want in 💪🏾🔥💯🏋🏾‍♂️🏋🏼‍♀️#fit #austintexas #herbaliferesults #fitness #austintxsts #austinarmy #visyoulizers
136,16,"Rule #4 - Self Care

Take time out of your week to take care of yourself! It is important to have some self “up keep”. Drop your favorite self-care tip in the comments 👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽"
137,22,
138,10,
139,26,"Thankful Thursday!!!! 2nd time around reading The Four Agreements by Don Miguel Ruiz!
This time with my husband, Robert! If you want to build your marriage, spend time together looking deeper into what experiences made you who you are! Personal Development is key & Quality Time is something that can never be replaced!"
140,14,PJ Day was a success ❤️❤️❤️❤️ Tomorrow is Day 2 of LOD Recruitment Week!!! College Day...more pics to come! 10 young ladies picked up apps today!! Send us some good vibes 😊😊😊😊🗣LETS GOOOOO
141,7,
142,45,What a night with my bestie and sisters ❤️❤️❤️❤️❤️❤️
143,58,"Monday Morning Workout Complete! 100 bicep curls, 100 tricep pulldowns, 50 pull ups, 50 deadlifts, plus intervals of jump ropes, squats, and push ups!
#fitnessmotivation #fitness #fitnessgirl #24hourfitness #herbalife #herbaliferesults #herbalifenutrition #visyoulizers #visyoulizersquad #austintexas"
144,3,Flowers again #smilin👂2👂
145,11,And it's a wrap...1st Phootshoot for Biker Girls done! :)))
146,35,Such an AMAZING Event!!!!! I love my Herbalife Family! Met some great people today! 1st STS and I declare that I will continue to attend each month 💯🔥🙏🏽 #herbalife #herbalife24 #herbaliferesults #visyoulizers #visyoulizersquad #herbalifetea #austintexas #austintexastakeover
147,29,3 spots left! Last day to join! #herbalife #herbaliferesults #herbalifenutrition #herbalifeshake #fit #fitness #fitnessmotivation #visyoulizers #nutrition #austintexas #austintx #austinsts #austintxsts
148,15,Last summer camp for me! Getting these kiddos right and tight! #fundamentals #bball
149,4,Before
150,5,
151,36,Declare FAITH over FEAR today!!!! Happy Freedom Flex Friday!!!!! Have a powerful dY EVERYONE 💪🏽🙌🏽😊🔥 #freedom #freedomflexfriday #herbalife #visyoulizers #visyoulizersquad #herbaliferesults #motivation #faith #faith🙏 #faithoverfear #austintexas
152,16,College Day for LOD Recruitment Week ❤️❤️
153,15,In LA!!! Road trip life. #Cali #exploring #noplans @mochafrap7
154,29,Help us build a stronger community for our students and their families by changing our minds and bodies! #lbjearlycollegehighschool #fitness #fitnessmotivation #austintexas #atx #school #herbalife #herbaliferesults #herbalifenutrition #diversity #fitnesslife #visyoulizers
155,2,Never seen a portable stop light
156,78,"So this happened today!!!!! One of my juniors got an offer for a FULLLLL ride 🏈
scholarship to West Point!!!! Coach came all the way to LBJ to offer this to him. Great student, great character and great academics 💯💯💯SO PROUD!!!! 🏈🏈🏈🏈🏈🏈🏈🏈🏈🏈🏈 #academics #athletics #collegebound #collegefootball #westpoint #westpointfootball #football #footballtime #motivated #lbjearlycollegehighschool #lbjearlycollege #lbjjaguars"
157,59,"When you erase your plan and accept God’s Plan for your life, you truly start to walk in your purpose without fear, doubt and confusion!
#faithoverfear #faithoverfears #winningwednesday #winningwednesdays #womenwinningwednesday #visyoulizers #visyoulizersquad #austintexas #educator #educators #educatorsrock"
158,19,Earth...Wind...Fire...Water!!!!
159,10,#MCM #No filter Love him!
160,6,Wearing my nieces Minnie Mouse ears!!!
161,3,Calvin Richardson
162,15,Heading to Chrys's bday dinner! CPT! Smh
163,18,UT 🏐Camp...Day 1 @txvbcamp #coaches
164,73,"In 2012 I founded The Ladies of Distinction, INC. My best friend/Director of LOD and I decided in 2016 to start a young women’s conference in Austin, TX. This year we celebrated at our 4th Annual YWC! We strive to help young women find a way OUT of their current/generational circumstances! They are more than a statistic 🙌🏽💯🔥"
165,11,#coaches #ut #bballcamp
166,7,#tryinthiscollagething lol
167,8,My Team Domi Dom!!
168,3,Kennedy & Muah
169,46,"It was such a blessing to meet Syleena Johnson last night. Lauren (My bestie) and I were able to have such an amazing conversation about women, our non-profit and transforming the women’s movement! Change is needed and coming our way for the next generation of women. Stand up and be heard or MOVE so someone else can be ✊🏽🙌🏽🔥🙋🏽‍♀️💪🏽"
170,59,Bachelorette Weekend was Off The Chain lol #WalkerDownTheAisle #BridalSquad #TeamBride
171,4,#reality+full house+Cosby show=funny shit
172,13,Love my sis! Fun day! @missross44
173,6,We don't drink beer but when we do its A&W!!! #toughroadtrip#hoopers#forthe❤ofthegame🏀
174,4,Vicki's bday dinner!
175,36,"Love my spin 🚴🏾‍♀️ instructor!!!! She is the bomb! How did you get your 20% in today? Need help or encouragement with your health and wellness goals? Inbox me for details about my February 21 Day Challenge!
#herbalifenutrition #herbaliferesults #changeisgood #fitness #20%Fitness #80%Nutrition #visyoulizers"
176,15,Commercial pics #multimediamaze
177,26,Gratitude and Prayers for today!!!!! What are you grateful for today? Drop comments below 👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽👇🏽
178,11,My bestie/Sista and I back in the day! I was sent this pic the other day. #flashbackfriday #cuerotx #hs #16yearsstrong
179,1,#SMILESOMETIMES
180,1,Travel stop 1 million lol #travelingwitholdfolks jk
181,84,Transformational Tuesday!!!!!!! #herbalife #herbalifenutrition #herbaliferesults #herbalifeshake #fitness #fitnessmotivation #fitnesstransformation #visyoulizers
182,3,Mani & Pedi 💅👏
183,8,Who is ready????? #herbalife #herbaliferesults #herbalifenutrition #fitnessmotivation #fitness #FineBySummaTime #healthiswealth #visyoulizers
184,107,Tonight’s my night!!!! 32 and never felt better 💯💯💯💯🎂🎈🎉🎁 #htown #htownnightlife #htowntakeover #birthdaygirl #birthday🎂 #birthday
185,80,Bestie workouts are the GREATEST way to start the day! Support your friends on their journey! Oh and she just join the squad! Lets win together!!!! 5:30am!!! #herbalifenutrition #herbalife #fitnessmotivation #fitness #visyoulizers #motivation
186,34,Great interview w/Letoya Luckett ❤#Urbanfest2017 @letoyaluckett
187,1,Dr. Pepper ice cubes ha!
188,6,Eat n sleep #meetingthefamforthefirsttimelol
189,5,#Work it #danceteam #mardigrasparade
190,16,Signing shirts #utbballcamp
191,33,
192,27,"My foundation! August 28th! Manor,TX is not ready for me lol"
193,5,Hilarious!
194,14,Sauna time! Hard workout! #ptsession #fitness #goals #hawaii #6lbs.down
195,7,
196,52,The VisYouLizers Squad 🔥🔥🔥🔥 #herbalife #visyoulizers #visyoulizersquad #fitness #fitnesstransformation #austintexas
197,1,Getting my bike fixed #platinummotorcycles
198,7,@paradise_on_ice_ ❤️❤️❤️❤️❤️
199,18,First vacation together! #southpadreisland #hawaiinext @cwalawal
200,19,"#thesecretplacebookclub
Great discussion!!!!
Good Spirits :)"
201,11,Observing heart surgery today!!!These students are interested in the medical field. Ask and you shall receive. My friend hooked us up here @The Heart Hospital of Austin. #medicaldreams #teacherlife #lovestudents #educate #field trips
202,6,Moped ride to Diamondback
203,7,#WhiteHouse #D.C. #lbj #jags #leadership
204,1,Bre Was Here
205,6,Doug E. Fresh #urbanmusicfest #yaaasss
