,number_of_likes,caption
313,5,"60,000 taking a stand to end slavery. End it. Passion 2013 #enditmovement"
314,61,Pastor in training. @jacidj
315,17,"#Repost @continuumministries (@get_repost)
・・・
Guess who's B A C K! THIS SUNDAY! We CANNOT wait to see you!! #donotmissthis #continuumministries"
316,77,First time to ever be at a beach. The sand was so soft and cold! Can’t wait to see it in the daylight! #siempresuarez
317,26,"Want to lead a LifeGroup this semester? Whatever you love - running, cooking, studying the Word, drinking coffee, painting, basketball, you name it - you can do it! It's one of the quickest ways to get connected in real, life-giving community. Don't miss LifeGroup Leader Training this Sunday during all three services to learn how simple it is to lead a group. We can't wait to see what God does in our lives through great friendships this fall. Sign up online at clcaustin.com/leader or click the link in the bio! #clclifegroups @clcaustin"
318,5,Nothing like sitting outside at home in Snyder as the day starts.
319,13,@sydneywrightmusic doing her thing again! #spiderhouseballroom
320,5,Beyond excited for these two! #engaged #brother #sisterinlawtobe
321,5,Love this 🐳! #instalessmegan @mommaleatherwood #c40
322,23,Love this boy! #trailoflights #atx
323,16,"y o u a r e i n v i t e d
#easteratclcaustin #clcaustin #easter"
324,23,You are the salt and light of the earth. Let your light shine. #shinebright
325,5,Great night in Roby Tx worshipping Jesus! #jeremycamp
326,23,Great game with great friends! @blake_kelch @elishakelch #utvsutsa
327,21,Family and friends! #4thofjuly #snyder
328,5,Duty for the night! #cookout @chickenchick05 @abby_bridges
329,14,Chicken Broccoli Alfredo Stuffed Shells. #delicious
330,29,I'm gonna have a niece!!!! #unclecasey #shewillbespoiled
331,5,Ranger game with grandma!
332,37,What a night!! Summer Blast has been incredible the past 2 days! Excited to celebrate baptisms in the morning!!! Honored to serve alongside @brandongreen08 and @karashleyg.
333,10,"#Repost @clcimage with @repostapp
・・・
ISM- TONIGHT from 9pm-11pm! Bubble Soccer | DJ & Dance Party for Jesus | Ice Cream | Pizza! DON'T MISS THIS! Who u bringing? Only $10!"
334,49,This girl turns 2 today!!! Happy birthday Harlow Quinn! Uncle CC loves you! #harlow_quinn
335,15,It's been a while! #chocolatecake #fromscratch #forwork
336,49,This dude did so good today! 📷: @jacidj
337,5,Your grace finds me no matter where I am.
338,5,#arnoldpartyoftwo @rba2014
339,24,So proud of the kids and adults! Thank you for giving your time to lead the #clckids Illuminate Conference today!
340,10,"TOMORROW @clcaustin presents our Christmas production entitled “King Of The World!” See you tomorrow morning at 9am, 10:30am, and noon for a day that promises not to disappoint! If you can’t join us in services don’t forget to watch live on Facebook during our 10:30am service! #clcaustin #kingoftheworld"
341,5,It doesn't seem possible for @rba2014 to he starting his senior year today. So proud of you and the way you live your life. I'm amazed at the man of God that you are and super excited to see what He is going to do in your life. Love you!
342,32,Wow. What a night at Now Kids Camp. #youaremorethanenough
343,14,"Our Fall LifeGroup Kick-Off is THIS SUNDAY! If you want more information about LifeGroups and/or want to SIGN UP for a LifeGroup, come see us in the gym after any service this Sunday! Don't miss out on this amazing opportunity! #clclifegroups"
344,5,So thankful and blessed to have these two in my life. @bmebane @mebaner
345,5,"Deliciousness! Supper cooked by @abby_bridges, Matt Bridges and @chickenchick05 #brisket #greenbeancasserole #nanahscorn #browngravy #goodtimes #yeahyeah"
346,11,@continuumministries 18-25 year olds you don't want to miss this!!
347,13,Late nite baking for our office manager meeting and office Christmas party tomorrow! #tistheseasontobake #cheerycreamcheesepie #chocolatebutterscotchbars
348,11,Just getting some sun tanning in to take on the day. #delaney
349,5,Watching the rain.
350,20,"T H I S W E E K E N D ! ! You don't want to miss it! #Repost @clcaustin (@get_repost)
・・・
Don't forget to sign your kiddos up for SUMMER BLAST! It's completely free and we guarantee they will have the time of their lives. You can sign them up by the link in our bio, in the CLC Kids Lobby, or on the CLC Austin App! 🏖"
351,9,CLC's 6th-8th grade guys filter group hangout is this Saturday from 12PM-2PM at the church! Come join us for Pizza and Games!! @clcimage
352,5,Addicting.
353,18,Nothing like having a front row seat for fireworks. #bestseatintown #parentswontbesellingourhome #greatviewsforthe4th
354,70,"What an incredible last three days it has been. I’ve attended the Passion Conference the last ten years. I had always wanted to serve at the conference so this year I got to do just that! What an incredible experience and honor it was being a Door Holder and being able to pour into the young adults as they entered The Theater at Grand Prairie, not only welcoming them into the building, but to pray and speak into their lives. The people on the Touch Concourse Team have a special place in my heart. Can’t wait to serve again at #Passion2020! We are headed to the @mercedesbenzstadium in Atlanta December 31 - January 2! #doorholder #passion2019"
355,51,Ready for night 2! Love these people. #passion2017 @mleatherwood3 @elishakelch @blake_kelch
356,38,#passion2017 night one was incredible. Ready for day 2! You can watch the live stream! Download the Passion Movement app in the App Store!
357,5,Last Chick-Fil-A meal for 25 days. #24daychallengestartstomorrow #eatinghealthy
358,5,Driving the church bus! #dreamsdocometrue #mondaylunch
359,127,"April 1, 2005 @reidwjohnson became my youth pastor @colonialhill. I was introduced to him as the person that had just spilled lemonade on a projector. 🤦🏼‍♂️ Who knew I would become his right hand guy in ministry. From being an intern my senior year in high school, to helping lead Takhamasak (the college ministry), to driving back and forth from Abilene every Wednesday and weekends to help with the youth group, to becoming his Assistant Youth Pastor, to moving to Austin to help plant a church and to serving alongside him @christianlifeaustin. These past 14 years have been incredible getting to do life with him and @jacidj. When Xach was seven weeks old, they let an 19 year old babysit him (the first person outside of their family). I have no idea what they were thinking! We became family. Getting to have a front row seat to seeing what marriage was like, to seeing them raise two of the greatest boys, to seeing the highs and lows, to them having an ear to listen and speaking life into me has been a complete joy. This past Sunday, Reid preached his first message @colonialhill as their Senior Pastor. He was made for that. I cannot wait to see all that God does at Colonial Hill. These past 14 years have been the best. I can’t wait to see what’s to come."
360,5,Happy birthday to this lady! So grateful and blessed to call her my friend. She goes above and beyond and loves me like her own son. @mommaleatherwood
361,5,Fifth quarter!
362,5,Spurs game!
363,15,What a great day it has been with these people!! #surprisevisit #jumpstreet #estersfollies #golfsmith @mommaleatherwood @mleatherwood3 @jake_leatherwood
364,13,"Love is certain, love is kind
Love is yours and love is mine
But it isn't something that we find
It's something that we do #clintblack #snydertx #4thofjuly #nothinglikethe4thinsnyder"
365,38,Pastor @brandongreen08 killed it tonight at @nowcamps. #reellife #lightscameraaction #nowkidscamp
366,8,A sweet treat from an agent. #justwhatineeded
367,53,A tradition I’m proud to be a part of! #houseoftormentaustin
368,24,What a timeless word from @johncmaxwell tonight @growleader. #grow17
369,25,Can’t wait to celebrate mom’s tomorrow!!! Come join us.
370,8,Not sure how to join a LifeGroup this semester @clcaustin? Swipe left to find out! You can click the link in our bio to browse the groups and sign up! #clclifegroups
371,5,Great morning on the lake! @abby_bridges @chickenchick05
372,8,Just hanging out with Delany. #ishouldgetadog
373,5,Dog sitting makes me want a dog. #aslongasitpoopsandpeesoutsideandnotonmycarpet #anyonewanttopaymypetdepositfee #delaney
374,52,"The last twelve weeks has been such a joy to spend my Monday nights with this group. God truly outdid himself with my expectations of what a Freedom Group looked like. Each week was better and better. The vulnerability, realness and rawness of this group was everything I could have imagined and more. Can’t wait to experience the Freedom Conference this weekend with this gang. Excited for the future of Freedom Groups. You want to be a part of one next semester. Believe me! #lifegroup #freedomgroup #clcaustin"
375,25,Happy 20th birthday @rba2014! So excited to see where God is going to take you. So thankful for you. Love you!! #nolongerateenager
376,12,#mycb #cbthedog #travelingwithcb #cbunited #coldwellbanker #cbgoestobucees @cbtravelingdog #cbsversionofflatstanley
377,5,Rehearsal with lights! Finally!
378,3,"Youth you don't want to miss tonight!!! Spread the word! #Repost @clcimage with @repostapp.
・・・
Tonight is going to be an EPIC friends night with special guest Tauren Wells (Royal Tailor)! Don't miss free Chic-Fil-A and huge giveaways! Who are you bringing? We look forward to meeting your friends on Wednesday, October 21 at 7:30 pm."
379,5,So good! #caniruntheproduction #wicked #broadwayinaustin
380,12,Tomorrow is the last day to sign up for LifeGroups! Sign up online at clcaustin.com/lifegroups or on the porch between services! @clcaustin #lifegroups
381,5,Voted today!
382,17,While playing spoons... @mleatherwood3 #thenewlook
383,5,Tomorrow I get to start using my stamp full time! #helloofficemanager #cbur
384,13,2 different types of cookies delivered to the office today! YES!!!
385,16,It’s not to late to signup to join a LifeGroup. You never know you may be the person who breaks our 500 barrier and then I shave my head! Visit clcaustin.com/lifegroups to register! @clcaustin #clcaustinlifegroups
386,5,This is what happens when you say you will have a birthday cake at the dodgeball game tomorrow night. You get reminded by the birthday girl herself (even though her birthday isn't until Wednesday!) @Taylor_Laine21
387,5,First Trailer Food Park experience! #delicious #tacos #atx
388,6,"#Repost @continuumministries with @repostapp.
・・・
Help us be a good host and repost, repost, repost! @philwickham @brittkarolina @jenhatmaker @bradytoops"
389,5,"What do we do in a sales meeting at work? We watch ""What Does The Fox Say?!"""
390,5,Just watching team USA at work!!! #thatshowwerollatcoldwellbanker
391,6,#thebluebonnets fantastic show. Great night out with the Westlake Coldwell Banker Office!
392,5,"""These stupid cows keep letting horses in."" A quote by mom while sitting in traffic!"
393,8,Westlake Relay For Life! Great time with Team United! #coworkers #walkingforcancer #coldwellbankerunitedrealtors
394,58,Annual grandma/grandson Ranger game. Love taking the Rangers #1 fan to the ballpark! #christmasinjuly #texasrangers #rangerswon
395,42,The things you do to keep the kids happy during LifeGroup! Love these kiddos and the people in our LifeGroup!
396,17,You don't want to miss Father's Day at @clcaustin this Sunday!!
397,5,#passion2014 great first night. #thereisnothingthatcanseperatemefromyourlove #woeisme
398,12,Beautiful day in Austin. #atx #zilkerpark #skyline #flagfootball
399,5,Little bro is growing up. #juniorprom #shouldntbethisold @rba2014
400,5,Supporting the little bro! @rba2014
401,15,@continuumministries Tuesday nights for young adults! Another great night under way!! #clcaustin #youngadults
402,5,Jimmy John's brought complimentary sandwiches to the office today. #freelunch
403,5,Happy Birthday @rba2014! Can't believe you're 17 and going to be a senior! Love you. #littlebro
404,29,Great night @breakaway_ministries. Enjoyed hanging out with @sarahmich97 @blake_kelch @elishakelch and #judahbeau.
405,15,Super excited to be a part of @clcimage The Image band and youth ministry. #behindthekeysagain #feelslikehome
406,5,Hung out with this kid tonight. #lovehim
407,14,"ATX Young Adults!!!! Join us! #Repost @continuumministries with @repostapp.
・・・
Young adults, join us tonight at 9:00 p.m. at 4700 West Gate Blvd. as we continue our series on love, sex, and dating."
408,18,Great morning in #clckids. @mag564 @jogo723 @annabethbarnett
409,20,"Hey Church! We are partnering with @adrntx to help with the flooding in the Hill Country + Austin areas. Here are some ways you can help!
+
GIVE | Text donation amount & flood to (512)271-2773. Ex. ($100 Flood)
+
DONATE | Click the link in our bio to see a list of items that you can bring to the church to donate. Thank you in advance for helping those who have been affected by the floods!"
410,5,Touring the ballpark. #rangers #grandma
411,5,"Just labeling 4,700 postcards to be mailed out for Easter! #TheGrove #EasterSunday #78704"
412,5,Best brothers ever. #nationalsiblingday @jarnold914 @rba2014
413,5,Class of 2007. #arnoldpartyoftwo
414,81,"I am in awe of all the God did this weekend @christianlifeaustin. 32 weeks ago a vision and dream was born, to bring the Freedom group curriculum and Freedom Conference to CLC. This weekend the vision and dream became a reality. I can’t thank my host team enough for all the work they put into making this happen. From speaking, ushering, stuffing bags, making food, setting up and tearing down, you amaze me with your heart and passion for everyone else to experience the Freedom that we found 20 weeks ago. I’m so excited that from the 14 that attended the conference down @lifechurchhtx this past December, 118 attended this past weekend at CLC. Freedom and deliverance took place! Thank you prayer team from @lifechurchhtx for spending your weekend with us and pouring into our people when you have your very own Freedom Conference this next weekend. I cannot wait to see the future of freedom groups at CLC! Every single person needs to be a part of a freedom group! Freedom Groups will launch in September! #freedom #freedomgroups #freedomconference #freedomconf19"
415,5,Fifth Quarter tonight!!!
416,15,"#Repost @clcimage with @repostapp
・・・
HEY ISM! The summer isn't over yet! A week from today, Friday the 12th we will be hosting a back to school bash! It starts at 6:45 and ends at 9, and the cost is only 10$! We will have food, games, music and bubble soccer! So get to church next Friday and bring all of your friends! It's going to be lit 🤘🏾"
417,9,What a rough life! #Delaney
418,49,What an incredible day!!! @clcaustin #kingoftheworld
419,63,Quick trip to see Mom and Grandma! @diane4371 #family
420,14,So glad I got to see mom and her students before they left ATX to go back home after their workshop. #mom #threadgills
421,20,Raymond brought a powerful word tonight @continuumministries. #thebeginning
422,5,Roast for dinner. Cooked it all day long. #crockpotmealsarethebest
