,number_of_likes,caption
49,4,"#Repost @melis_harris with @repostapp.
・・・
Trevo's first time roasting marshmallows 🔥🤗👍🏽"
50,96,"Grateful to work with @chubbies and everyone involved this weekend and be apart of their Spring Launch Shoot! .
.
.
#chubbies #sandiego #california #pacificbeach #springlaunch #repost"
51,16,This was my grandpas watch and I always wanted it..finally gave it to me now tht I'm older #i💙boobies #wedontjudge #strongbands #mickeymousewatch
52,30,"#Easter #Family #FamBam #LaFamilia #SundayFunday #WheresD!
#Repost @melis_harris with @repostapp.
・・・
Easter Sunday 💐🐰🌷🐣💛"
53,1,@melis_harris my love 💋
54,43,Had a great week with my azul brothers in Glendale! Not all the results we wanted but still a great time! #azul #negroyazul #srt7s #worldclassrugby #rugbytownusa 🏉⚫️🔵
55,25,They say hard work pays but the really the grind never stops!! #StriveForGreatness #rugbylife #sevens #rugby #OTR #oldtoe #oldtoerugby #americanmade #rugbyapparel #thegrind
56,22,"Grown man doing grown man things ✂️👕🧵👔
*
*
*
#keprebels #phensworld #gentlemen #mensfashion #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #sdkep #madetomeasure #sandiego #california"
57,64,"Ready to test my first ever pair of @adidas cleats. 🏉🏉
*
*
*
#striveforgreatness #roadtonationals2017 #rugby #sevens #rugby7s #adidas #adizero #malice #adidasadizero #socal #sandiego #california"
58,15,Caught us!! Watching New Zealand vs England #rugbylife #rugby @melis_harris
59,76,"BOOMSHAKALAKA!! @chubbies *
*
*
#chubbies #sandiego #california #summeriscoming #swimwear #beachattire #socal"
60,2,The real Hunger Games
61,3,Allergies had my eye all red this mornin smh! #tragic
62,57,Ready for 7s season to start #countingdown #rugby #rugbylife #rugby7s #ombac #ombacrugby #roadtonationals2016
63,70,
64,70,"Last semester as long as I pass everything lol🤞🏽🤞🏽👨🏽‍🎓
*
*
*
#college #fashion #fashiondesign #fashionmerchandising #design #merchandising #sandiego #california"
65,67,"New work coming soon! 🧵 *
*
*
#menswear #style #fashion #designer #diy #diyclothes #striveforgreatness #trusttheprocess #dreambig #dreamchaser #sandiego #california #college #student #design #tailored #phensworld #phenjonson #sartorial #classic"
66,10,"As most know my grandpops passed away last thurs. You taught me and my cousins as well as my aunts & uncles so many things. I remember sitting on the kitchen table and you showing me how to tie my shoes, fishing at the lake, going painting with you, finding out I was deathly allergic to cats, putting you van in nuetral and rolling away, planting an apple tree in your yard, watching walker texas ranger, country music, flying to see you from Texas, your train sets & that you gotta have something to wash it down. I could go on all day about things I learned from you and things we did. You'll be missed but never forgotten. Your back with grandma now though and I know you both are watching over us all."
67,54,"Work in progress. New shirt coming soon. 👔
*
*
*
#menswear #style #fashion #designer #diy #diyclothes #striveforgreatness #trusttheprocess #dreambig #dreamchaser #sandiego #california #college #student #design #tailored"
68,13,Lil man's 1st time on a plane. Houston here we come!!
69,120,"So these came in the mail today. This can only mean one thing. SEVENS SEASON HAS ARRIVED 🏉🏉🔵🔥🔥
*
*
*
#rugby #rugby7s #rugbylife #hypervenom3 #nike #sandiego #california #striveforgreatness #lookgoodfeelgood #sevens #roadtonationals #roadtonationals2017"
70,147,"Love what you do!! 📷: @pink_shorts_photography *
*
*
*
#ombacrugby #bleedblue #ombac #striveforgreatness #rugbylife #rugby #sandiego #california"
71,8,R.I.P. R.I.P. R.I.P. (jeezy voice) rugby got ahold of my rhinos tshirt... #flagfootball #rugby #rhinos #TBT
72,13,Come along for the ride then #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
73,21,We got those jams!! 🔊🎧🎶 #jams #custom #rugby #rugbytourney #sevens #beats #rugbysevens #rugbylife #rugby7s #StriveForGreatness
74,6,Got there plane all to myself. Hmmm where should I go lol
75,85,"14-0 at the half. Keep it going Clones! 🌪🏈
*
*
*
#cylONEnation #iowastate #cyclones #collegefootball #onceacyclonealwaysacyclone #raisethestandard #trusttheprocess #TCUvsISU"
76,68,"Happy Birthday to the Prince 🎉🎂🎉🍨🎁🎉🎈🎉
*
*
*
#youngking #minime #7 #birthday #birthdayboy #birthdayboy🎉"
77,18,3 yrs ago we got our first place together in NC...Now it's time to get ready for a new journey out west!! #CaliBound #MovinWest #BeachLife @melis_harris
78,145,"USA Rugby 7's Nationals is about 2 weeks away and I am looking to do my part to raise some funds for airfares, hotels, transportation etc.

New York is just about as expensive as it gets, so any donations help! If you can't donate just like to share your support. 🏉🏉
*
*
*
#sandiego #longbeach #california #rugby #usarugby #rugby7s #rugbylife #nationals #roadtonationals2018 #roadtonationals #belmontshore #belmontshorerugby"
79,55,"Awesome fabric display completed by our visual guru @rl.marquez ✂️
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #style #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #sandiego #california"
80,2,So this is why we didn't know any songs!! 😂😭😂😭😂
81,70,
82,96,"🔥🔥🔥
*
*
*
#nike #bhm #blackhistorymonth #equality #newwheels #footy #newboots #rugby #rugbylife #ombac #rugbygram"
83,12,TRY TIME #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby #try #trytime
84,37,New Snap @phensworld #snapchat👻
85,27,🔥🔥🔥Cleat game #OnFleek #nike is all I wear!! #mercurial #superfly #tiempo #rugby #rugbylife 🏉🏉🏉🏉🏉
86,17,Chicken Fried Eggs Benedict from #HashHouseAGoGo in #vegas and the Torta Del Rey from #LosReyesDeLaTorta in #phoenix with @melis_harris & @marcusdj74 was pretty good!! #ManVsFood #FoodPorn #WestCoastTravels #Fatties #FatKidsAtHeart
87,51,"Schedule your appointment today or stop by!! ✉️:pj@kleinepsteinparker.com
*
*
*
#keprebels #menswear #sandiego #california #zenga #ermengildozegna #classic #style #fashion #stylist #phenjonson #phensworld #sartorial #suit #suits #mensstyle #mensfashion #mensweardaily #menslook #mensstyleguide #mensstyleblog #madetomeasure"
88,27,"Happy Martin Luther King Jr. Day!
*
*
*
#keprebels #mlk #martinlutherkingjr #striveforgreatness #trusttheprocess"
89,11,La Familia.. Always good to see my mom and lil bro!!
90,12,Flight 2 bout to take off #DFW next stop #Lawton #oklahoma #shady580
91,16,"Swagged out at @marisa_mercedes_ wedding with my baby girl! @melis_harris with @repostapp.
・・・
My main squeeze 🍋🍋😊"
92,7,Vision without action is only a dream
93,48,
94,20,Dropping Dimes #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
95,10,Duchess getting it in! #pool #pooltime #chi #dog #chihuahua #part2 @melis_harris
96,4,Dan McCarney era...
97,6,My very 1st PC
98,9,#USAsouth practice preparing for Mexico
99,13,TRY TIME! #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR
100,46,Pho Anh & Grill for the 1st time with @melis_harris...well my 1st time she's had Pho other places before #sandiego #pho #foodporn #eatinggood #food
101,50,"#Repost @wild._.society with @repostapp
・・・
Sometimes you may have to remove a distraction in order to focus on your priorities. ⭐⭐⭐⭐
If you sat down and made a record of what you did over the last 24hrs and list all of the important and unimportant events that grabbed your attention throughout the day, you will be surprised as to how many unimportant things acquire your attention. Don't be surprised by the results if you realize you're wasting time, instead, redirect your mind powers and control your attention towards the important facts backed with consistent action. .
.
Here's the URL to Napoleon Hill... Lol. 👉 https://youtu.be/RYB5FurmpNg 🔑.😎
---------------------
Motivation & Principles of Success.
-Follow @Wild._.Society
#makeadifferenceinsociety #wildsocietyapparel
---------------------
#business #entrepreneurship #lifestyle #hustle #success #successquotes #dream #streetstyle #money #clothingbrand #entrepreneurlifestyle #entrepreneur #fitness #apparel #fashionblogger #motivation #swag #streetwear #ootd #fashiongram #style #quoteoftheday #instastyle #monday #tshirtday #tshirt"
102,7,6:40am on the plane. #ipod #wizkhalifa #wakeup #trevynsbday #oklahomabound
103,14,#rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR #usarugby
104,22,😳😳 all my life all I've worn is Nike but I've heard so many good things about these I had to give them a try!! #newboots #mizuno #morelianeo #rugby7s #rugby #sevens #nationals LETS GET IT! 🏉🏉
105,5,70s and sunny over the wkend in FL now two days later in NC!! #hatesnow #hatecold #readytomove #lessthanayear #calibound ❄️⛄️❄️⛄️❄️⛄️❄️
106,98,"Come out this weekend and support San Diego’s @ombac_rugby as they take on Sydney Australia’s @gordonrugby_ this Saturday (Dec 9) at the Little Q. OMBAC 2nd grade will take on @lasvegasirishrfc in the curtain raiser. This will be a great day of rugby you don’t want to miss!!! 📸 @triceisright 🔵🔵🏉
*
*
*
#Repost #rugby #sandiego #california #ombac #ombacrugby #bleedblue #sydney #australia #striveforgreatness #socal #socalrugby #rugbyunion #usarugby #westcoast"
107,71,"One Year Down! ·
·
·
#dreadlocks #dreadjourney #dreads #menshair #hairstyles"
108,18,#likefatherlikeson #ikepractice #football season
109,7,#tbt downloaded that old school #snake lol #games #oldschool #nerd #throwback
110,16,"Watching @usarugby men & women qualify for the 2016 Summer Olympics with @melis_harris #riobound #Repost @repostapp.
・・・
👨🏽👩🏼❤️❤️"
111,13,Shout out to my boy @mtago08 #sevens #riobound #rugby7s #rugby #WCAP
112,79,"Soldier in training 🇺🇸🇺🇸🇺🇸🇺🇸
*
*
*
#tbt #phensworld #armylife #goodolarmytraining #army #soldier #murica"
113,62,"Just another day at the office!!
*
*
*
#keprebels #mensfashion #mensstyle #fashion #style #sandiego #california #stylist #designer #menswear #mensweardaily #clothing #phensworld"
114,80,"Off we go again! 🏉🏉
*
*
*
#striveforgreatness #begreat #dreambig #dreamchasing #rugby #rugbylife #rugbytravels"
115,7,Me and @melis_harris swaggin at the movies!!
116,63,"MAGIC Convention Day 1
.
.
.
#lasvegas #magic #tradeshows #convention #fashion #student #magiclv #wwdmagic #wwdmagic2017"
117,14,They hoopin in NY!! And my man had the hustle back on D lmao 😂😂😂😂 #knicks #nba #basketball #ny #hustle #layup #allstar #ballin @spthaphenom @quis_hamilton @rstephens73 @ron_hill_jr @ubl684 @hamalastyle @abthehero @sinisterjonze @atown580 @slick_willie12 @bhunofpure @chelledonjovan @coo_calmncollected @skkeee_dp @pherro @travislferg @j_hart92 @marcusdj74
118,20,This is what happens when your face meets the ground if you dnt already know lol #rugbylife #vegas7s
119,7,Sometimes less is more! #simplemath #neverquit #quoteoftheday
120,11,Gettin into stuff will get you trapped lol
121,21,Had a great time playing at the #LVI this past week. Got to play with a great group of guys and learn more from some great players. 4-2 isn't a bad record either when you only get 3 days of practice together!! #rugby #rugbylife #armedforces #usarugby #StriveForGreatness
122,36,"Sneak peak at some of our new fabrics. Stop in, see them in person and design your next great garment! DM for appointment. ✂️
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #style #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #madetomeasure #lookgoodfeelgood #sandiego #california #fashionvalley"
123,65,Insanity cardio sesh with @melis_harris after training tonight #fitlife #fitness #sandiego #california #insanity #kbands
124,37,FINALLY! The wait is over!! #bracesoff #nomoremetalmouth #straightteeth #smile 😁😁😁😁
125,9,Trying to get all the support I can. All it takes is $1. Let's go on this journey together. Click to Donate: http://www.gofundme.com/age1ms #gofundme #rugby #rugbylife #rugby7s #payitforward
126,7,Vegas 7s 2014 #rugbylife #rugby #rugby7s
127,2,Welcome to Fort Bragg
128,26,Had to try #californiaburrito w/ @melis_harris & @jazminenoel_ #megan&trevo too 🌯🌮🌯🌮 #eatinggood #california #sandiego #burrito
129,12,#rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR
130,2,Look how he sleepin!! Where they do that at lmao
131,12,#tbt new yrs a few yrs ago.. #580 #Ltown @atown580 @ronhilljr @chelledonjovan @lang1221lang
132,11,@rstephens73 roaming the sidelines. You wanna win put BIG Reg in!
133,80,"Congrats to big @jayharmon684 on being there Samurai Sportswear Man of the Match of our Round 1 win over O Club
*
*
*
#ombac #ombacrugby #sdlegion #prp #pacificrugbypremiership #rugby #manofthematch #rugbylife #mvp #striveforgreatness #trusttheprocess #bleedblue #sandiego #california"
134,86,#fbf taking it back to only a few hrs ago....HAPPY BIRTHDAY to @melis_harris you were busy then I was busy but I hope you had a good day yesterday for your bday and that you have a great time celebrating this weekend. Thanks for all you do for my mini me and supporting me in my dreams!!
135,33,Footwear ready Glendale! 🏉🏉 #rugby #sevens #rugbylife #worldclassrugby #srt7s #RugbyTownUSA #Nike #nikemercurial #mizuno #morelianeo #negroyazul #azul #footylife
136,10,In the mud.. #rugbylife
137,7,Duchess getting it in! #pool #pooltime #chi #dog #chihuahua #part1 @melis_harris
138,5,First haircut..
139,2,Highspeed trying to be the heat!! Literally
140,7,Kowabunga Dude 🐢🐢
141,80,"Today for cardio I was doing 250 meter sets on the rower. After 3 sets I was tired after just lifting weights. A couple sets later I was like I'll just do 5. I looked and realized I had already done 5. Then I thought what would @carlinisles (C Fly) @makaunufe @muhfly @mmiosefo @impatblair or @brett024 do...so I did 5 more cuz I originally wanted to do 10 sets.
Let @mikefriday09 know I'm two exits away and I'll train for free. Don't need any gear...just want to train with the best to be the best hahaha

#fitness #rugby #rugbylife #rugbygoals #sevens #rugbysevens #usarugby #sandiego #california #gymlife #gymflow #goals #striveforgreatness"
142,20,Dinner with friends #dinner #datenate #goodtimes @melis_harris @mike_melendezrivera
143,21,Makin em miss #rugby #rugbylife
144,56,"New Tie & Pocket Square 🔥
*
*
*
#menswear #mensstyle #style #fashion #tie #pocketsquare #dapper #phensworld #phenjonson #sartorial #classicstyle #sandiego #california #dresstoimpress #lookgoodfeelgood #accessories #keprebels"
145,6,Dude really likes his candies!!
146,26,Got my @amo_customs studs from @prodirectrugby today!! Time to bust these boys out in a couple weeks #outwiththeoldinwiththenew #rugby #rugbylife
147,17,Coolin wit the lil homie in between matches today... #FatherSon #airborne7s #rugbylife #rugby #rugby7s
148,50,"Supporting friends and black owned businesses at the same time ✊🏽💯 @winnersbbq *
*
*
#winnersbbq #bbq #texas #texasbbq #blackownedbusiness #entrepreneur"
149,99,"Time to switch gears from 15s to 7s and get ready for Vegas!!! •
•
•
#rugby #sevens #rugby7s #LVI #lasvegas #rugbylife #striveforgreatness #nike #mizuno #superfly #morelianeo #rugbylife #begreat #grindmode #represent #neversatisfied"
150,56,"Great win with the boys yesterday! All the hard work came together and showed in the results #ombac #ombacrugby #bleedblue #roadtonationals #sunsplash7s #rugby #rugby7s #rugbylife #rugbygram #brothers
#Repost @matty_ice22 with @repostapp
・・・
OMBAC takes the Sunsplash 7's. One step closer to nationals! #roadtonationals #bleedblue #OMBAC"
151,21,Had to go by Gas Monkey Garage when I was in Dallas!! #FavoriteShow #GMG
152,2,Got tht professor klump hand lmao #swollenhand
153,11,Trevyn!!
154,110,"Happy Valentine's Day to this beauty right here. Through good, bad, ups and downs I can always count on you. Thanks for loving me, always being there and growing with me.. Excited to see what adventures this year brings us @melis_harris"
155,59,"Learning to make buttonholes by hand ·
·
·
#menswear #diy #style #designer #fashion #sandiego #california #losangeles #phenjonson #phensworld #stylist #suit #buttonholes"
156,7,Throw back Stevie Johnson!!
157,19,Lmao..😂😂 look it's you @melis_harris #repost #workoutwhileisleep #fitness #cardio
158,79,"Not the result we wanted but I'll take 6th overall with only meeting each other the day before we played 🏉
*
*
*
#LVI #rugby #misfits #misfitsrugby #lasvegas #rugbylife #rugbysevens #rugby7s"
159,78,"Bring on 2018!
·
·
·
#begreat #grind #fashion #designer #model #actor #athlete #rugby #striveforgreatness #entrepreneur
#achievetheimpossible #Repost @achievetheimpossible @dailydose"
160,11,@melis_harris stole my hat!! #coolin #panthers #nightbeforedrill #snapbacks
161,30,Monk Vaughan 7s Cup #Champs #rugby #ArmySelects #rugby7s #sevens #rugbysevens 🏉🏉
162,15,Happy Birthday to this lil guy!! 3 yrs old today..turning to a lil man! #birthday #BDAY #minime SEE YOU SOON!
163,44,"""The only person you are destined to become is the person you decide to be."" -- Ralph Waldo Emerson
*
*
*
#Repost @keprebels with @get_repost
・・・
#mondaymotivation #customized #menswear #style #gentslounge #teachingmensfashion #tmf #blakescott #buttons #sportcoat #suit #suits #mensstyle #gentlemanstyle #gentlemansguidetoloveandmurder #realmenrealstyle #sandiego #fashion"
164,49,"Nothing like designing some custom clothes. Stop by our showroom for an amazing experience! *
*
*
#keprebels #kleinepsteinparker #kleinepsteinandparker #madetomeasure #custom #customclothing #mensfashion #menswear #mensweardaily #menswearstyle #menswearclothing #style #sartorial #classicmen #lifestyle #classicstyle #sandiego #california #scabal #caccioppoli #caccioppoli1920 #phensworld #stylist"
165,7,He was feelin' himself when he got the shades on lol 🕶🕶
166,8,Looks like @melis_harris found a new cuddle bug over the wk end!! 😳😳😳
167,13,Trying to go #beastmode dragging defenders lol #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #OTR
168,9,Champs!! Went 6-0..scored 8 tries #ViperRugby #raleighrubgy #rugbylife #rugby7s
169,9,Think these might be my next boot #rugby7s #rugby #rugbylife
170,110,"Back when no one could tell me I wasn't the best DB in the country! Once a Cylone..🌪🏈
*
*
*
#cyclonenation #iowastate #iowastatefootball #onceacyclonealwaysacyclone #wininthedark #football #collegefootball #cyclones #phensworld #tbt"
171,56,"Always be learning and growing..Excited about my new book!! 📖 ·
·
·
#dreambig #dreamchaser #begreat #grind #fashion #designer #chasingdreams #striveforgreatness #entrepreneur #achievetheimpossible #mavriklifestyle #streetstyle #comfort #style #menswear #mensfashion #comingsoon #lifestyle #lifestylebrand #business #businessman"
172,80,"Preseason is over and now they count! Time to turn it up 🏉🔵
#Repost @ombac_rugby with @get_repost
・・・
Here we go. Pacific Rugby Premiership ROUND 1 this weekend in San Francisco. OMBAC take on @olympicclubrugby at 3pm on Treasure Island SF. @watasch 📸
*
*
*
#ombac #ombacrugby #rugby #rugbygram #rugbylife #bleedblue #striveforgreatness #trusttheprocess #prp #pacificrugbypremiership #sandiego #california #socal #socalrugby"
173,24,
174,4,Oh how i hate you HW...😩😩 #fml
175,41,Recovery day and watching some @pro_rugby_north_america games. Post tourney bruises started to set in 😂😂 #nikerecovery #rugbylife #rugby #compressiontights
176,13,"#Repost @house.of.leaders with @repostapp
・・・
Great post from @businessmindset101 ! Had to share it!☝
-
Be like a lion and a wolf.
Then you will have a big heart, and the power of leadership!"
177,109,"Help get me to NYC fo4 nationals!! Link in bio
*
*
*
#roadtonationals #roadtonationals2018 #rugby #rugby7s #sevens #rugbylife #rugbygram #rugby🏉 #california #sandiego #longbeach #belmontshore #belmontshorerugby #newyork #gofundme"
178,4,"#truth 🙌🙌🙌 #Repost @buildyourempire_ with @repostapp.
・・・
Love this by @achievetheimpossible"
179,66,"When @rl.marquez and I team up for client designs expect to be amazed! 🧵
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #womensstyle style #fashion #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #tailor #designer #custom #sprezza #sprezzatura #madetomeasure #sandiego #california"
180,54,
181,58,If you're in the Phoenix area today get out Phoenix Event and Sports Complex (2209 N 99th Ave Phoenix AZ 85037) as @ombac_rugby takes on Tempe @2pm. WEAR BLUE! BE LOUD! GO BEACH! #bleedblue 🔵🔵 #rugby #rugbylife #ombac
182,111,"That time at school I thought I was in a photoshoot for Starbucks 📸: @melis_harris *
*
*
#collegelife #coffee #starbucks #sandiego #california #sandiegomesacollege #college #coffeetime #photoshoot #backtoschool"
183,15,TRY TIME! #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR
184,24,
185,14,Shots shots shots shots shots shots!! @melis_harris
186,127,"Saturday training sessions with the boys. Nationals here we come!! @belmont_shore_rugby 🏉🏉 ·
·
·
#rugby #rugby7s #rugbylife #roadtonationals #roadtonationals2018 #belmontshore #belmontshorerugby #california #socalrugby #beachtraining"
187,3,"Like father, like son...we both rock the nike frees"
188,16,#USAsouth #panthers road to the #NACRA championship begins now!!
189,7,TRY TIME! #rugby #rugby7s #rugbylife #rugbysevens #sevens #StriveForGreatness #BeGreat #trytime #OTR
190,15,Bct will make you stand at parade rest in line at the airport..I watched this guy in line stand at parade rest...come to attention..take a step forward and go back to parade rest. That's how you maintain your military baring. Carry on soldier
191,63,
192,25,All packed for another weekend of rugby #EliteCity7s #rugby #rugby7s #sevens #StriveForGreatness #staygrinding #rugbylife #rugbysevens
193,28,S/O to @killacutzsd for squeezing me in and getting me right! He will def be the man I'm going to when I need to get faded and fresh! #Faded #Fresh #SanDiego #Cali #FreshCut 💈💈💈
194,12,Fun in the sun with @melis_harris
195,40,"New suit design! I was bummed cuz my original fabric went out of stock so I had to made a new design. Note to self: don't hesitate lol
*
*
*
#keprebels #phensworld #gentlemen #mensstyleguide #menswear #mensclothing #style #fashionista #dapperstyle #dapper #elegance #tailormade #suitup #suits #tailored #gq #vogue #esquire #sartorial #sandiego #california #socal #fashion #madetomeasure #custom #custommade"
196,23,Time to put my new toys to work! If you want to be the best you have to train like the best... #rugbylife #rugby7s #ballislife #StriveForGreatness #grinding #speedtraining @kbandstraining
197,1,Guess it got to hot in my car!!
